#CODE;ENGLISH;FRENCH;GERMAN;SPANISH;;;,,,,
studentlight_desc;This Character is a student of Light!;;;;;;,,,,
studentdark;Student of Darkness;;;;;;,,,,
studentdark_desc;This Character is a student of Darkness!;;;;;;,,,,
internallight;Internal Light;;;;;;,,,,
internallight_desc;This Character has the one true light inside them!;;;;;;,,,,
internaldarkness;Internal Darkness;;;;;;,,,,
internaldarkness_desc;This Character has the one true darkness inside them!;;;;;;,,,,
EVTNAMEbecomeagod.4;training;;;;;;,,,,
EVTDESCbecomeagod.4;The Seer begins to give you lessons regarding light, informing you of its ultimate powers if used properly. Your first biggest lesson to achieving ultimate power through light... kindness.;;;;;;,,,
EVTOPTAbecomeagod.4;I must work on my kindness;;;;;;,,,,
EVTNAMEbecomeagod.5;training;;;;;;,,,,
EVTDESCbecomeagod.5;The Seer begins to give you lessons regarding light, informing you of its ultimate powers if used properly. Your second biggest lesson to achieving ultimate power through light... strength.;;;;;;,,,
EVTOPTAbecomeagod.5;I must work on my strength;;;;;;,,,,
EVTNAMEbecomeagod.6;training;;;;;;,,,,
EVTDESCbecomeagod.6;The Seer gives you your final lessons regarding light, informing you of its ultimate powers if used properly. Your final lesson to achieving ultimate power through light... is the light inside you.;;;;;;,,,
EVTOPTAbecomeagod.6;I must create light inside me;;;;;;,,,,
EVTNAMEbecomeagod.7;training;;;;;;,,,,
EVTDESCbecomeagod.7;Having taught you everything regarding light. The Seer informs you that you can find immortality through the light and become... a GOD! but only a few have done it he says.;;;;;;,,,,
EVTOPTAbecomeagod.7;I AM A GOD!;;;;;;,,,,
EVTNAMEbecomeagod.8;training;;;;;;,,,,
EVTDESCbecomeagod.8;The Seer begins to give you lessons regarding darkness, informing you of its ultimate powers if used properly. Your first biggest lesson to achieving ultimate power through darkness... cruelty.;;;;;;,,,
EVTOPTAbecomeagod.8;I must work on my cruelty;;;;;;,,,,
EVTNAMEbecomeagod.9;training;;;;;;,,,,
EVTDESCbecomeagod.9;The Seer begins to give you lessons regarding darkness, informing you of its ultimate powers if used properly. Your second biggest lesson to achieving ultimate power through darkness... strength.;;;;;;,,,
EVTOPTAbecomeagod.9;I must work on my strength;;;;;;,,,,
EVTNAMEbecomeagod.10;Internal Darkness;;;;;;,,,,
EVTDESCbecomeagod.10;This Character has the one true darkness inside them!;;;;;;,,,,
EVTOPTAbecomeagod.10;;;;;;;,,,,
EVTNAMEbecomeagod.11;training;;;;;;,,,,
EVTDESCbecomeagod.11;Having taught you everything regarding darkness. The Seer informs you that you can find immortality through the darkness and become... an EVIL GOD! but only a few have done it he says.;;;;;;,,,,
EVTOPTAbecomeagod.11;I AM AN EVIL GOD!;;;;;;,,,,
EVTNAMEbecomeagod.12;training;;;;;;,,,,
EVTDESCbecomeagod.12;The Seer begins to give you lessons regarding darkness, informing you of its ultimate powers if used properly. Your first biggest lesson to achieving ultimate power through darkness... cruelty.;;;;;;,,,
EVTOPTAbecomeagod.12;I must work on my cruelty;;;;;;,,,,
EVTNAMEbecomeagod.13;training;;;;;;,,,,
EVTDESCbecomeagod.13;Having taught you everything regarding light. The Seer informs you that you can find immortality through the light and become... a GOD! but only a few have done it he says.;;;;;;,,,,
EVTOPTAbecomeagod.13;I AM A GOD!;;;;;;,,,,
EVTNAMEbecomeagod.14;training;;;;;;,,,,
EVTDESCbecomeagod.14;The Seer begins to give you lessons regarding darkness, informing you of its ultimate powers if used properly. Your second biggest lesson to achieving ultimate power through darkness... strength.;;;;;;,,,
EVTOPTAbecomeagod.14;I must work on my strength;;;;;;,,,,
EVTNAMEbecomeagod.15;training;;;;;;,,,,
EVTDESCbecomeagod.15;The Seer gives you your final lessons regarding darkness, informing you of its ultimate powers if used properly. Your final lesson to achieving ultimate power through darkness... is the darkness inside you.;;;;;;,,,
EVTOPTAbecomeagod.15;I must create darkness inside me;;;;;;,,,,
dead_target;Dead;;;;;;,,,,
dead_target_desc;Dead;;;;;;,,,,
titans_modifier;test;;;;;;,,,,
jotnar_modifier;test;;;;;;,,,,
dark_angels_modifier;test;;;;;;,,,,
angels_modifier;test;;;;;;,,,,
RULE_WAR_ON_DESC;Good and Evil gods exist in a state of perpetual war.;;;;;;,,,,
