#CODE;ENGLISH;FRENCH;GERMAN;SPANISH;;;,,,,
EVTNAMEgodsbec.5;Training;;;;;;,,,,
EVTDESCgodsbec.5;The Seer begins to give you lessons regarding light, informing you of its ultimate powers if used properly. Your second biggest lesson to achieving ultimate power through light... strength.;;;;;;,,,
EVTOPTAgodsbec.5;I must work on my strength;;;;;;,,,,
EVTNAMEgodsbec.6;Internal Light;;;;;;,,,,
EVTDESCgodsbec.6;The Seer gives you your final lessons regarding light, informing you of its ultimate powers if used properly. Your final lesson to achieving ultimate power through light... is the light inside you.;;;;;;,,,
EVTOPTAgodsbec.6;I must create light inside me;;;;;;,,,,
EVTNAMEgodsbec.7;Training;;;;;;,,,,
EVTDESCgodsbec.7;Having taught you everything regarding light. The Seer informs you that you can find immortality through the light and become... a GOD! but only a few have done it he says.;;;;;;,,,,
EVTOPTAgodsbec.7;I AM A GOD!;;;;;;,,,,
EVTNAMEgodsbec.8;Training;;;;;;,,,,
EVTDESCgodsbec.8;The Seer begins to give you lessons regarding darkness, informing you of its ultimate powers if used properly. Your first biggest lesson to achieving ultimate power through darkness... cruelty.;;;;;;,,,
EVTOPTAgodsbec.8;I must work on my cruelty;;;;;;,,,,
EVTNAMEgodsbec.9;Internal Darkness;;;;;;,,,,
EVTDESCgodsbec.9;The Seer gives you your final lessons regarding darkness, informing you of its ultimate powers if used properly. Your final lesson to achieving ultimate power through darkness... is the darkness inside you.;;;;;;,,,
EVTOPTAgodsbec.9;I must create darkness inside me;;;;;;,,,,
EVTNAMEgodsbec.10;Training;;;;;;,,,,
EVTDESCgodsbec.10;Having taught you everything regarding darkness. The Seer informs you that you can find immortality through the darkness and become... an EVIL GOD! but only a few have done it he says.;;;;;;,,,,
EVTOPTAgodsbec.10;I AM AN EVIL GOD!;;;;;;,,,,
EVTNAMEgodsbec.100;autogod;;;;;;,,,,
EVTDESCgodsbec.100;We need to become gods;;;;;;,,,,
EVTOPTAgodsbec.100;I AM A DEITY!;;;;;;,,,,
EVTNAMEgods.1;A True God!;;;;;;,,,,
EVTDESCgods.1;As you have fought and toiled amongst your fellow immortals and mortals, you feel the light flow through you like never before. You are a God now. What will you do with your new found power....;;;;;;,,,
EVTOPTAgods.1;I AM A GOD;;;;;;,,,,
EVTNAMEgods.2;A True Evil God!;;;;;;,,,,
EVTDESCgods.2;As you have fought and toiled amongst your fellow immortals and mortals, you feel the darkness flow through you like never before. You are an Evil God now. What will you do with your new found power....;;;;;;,,,
EVTOPTAgods.2;I AM AN EVIL GOD;;;;;;,,,,
EVTNAMEgods.3;A True Demi God!;;;;;;,,,,
EVTDESCgods.3;You are now grown and you feel the blood of your God Parent flowing through you. You are a Demi God now. What will you do with your new found power....;;;;;;,,,,
EVTOPTAgods.3;I AM A DEMI GOD;;;;;;,,,,
EVTNAMEgods.11;A True Goddess!;;;;;;,,,,
EVTDESCgods.11;As you have fought and toiled amongst your fellow immortals and mortals, you feel the light flow through you like never before. You are a Goddess now. What will you do with your new found power.;;;;;;,,,
EVTOPTAgods.11;I AM A GODDESS;;;;;;,,,,
EVTNAMEgods.12;A True Evil Goddess!;;;;;;,,,,
EVTDESCgods.12;As you have fought and toiled amongst your fellow immortals and mortals, you feel the darkness flow through you like never before. You are an Evil Goddess now. What will you do with your new found power.;;;;;;,,,
EVTOPTAgods.12;I AM AN EVIL GODDESS;;;;;;,,,,
EVTNAMEgods.13;A True Demi Goddess!;;;;;;,,,,
EVTDESCgods.13;You are now grown and you feel the blood of your God Parent flowing through you. You are a Demi Goddess now. What will you do with your new found power.;;;;;;,,,,
EVTOPTAgods.13;I AM A DEMI GODDESS;;;;;;,,,,
EVTNAMEgods.21;Baby!;;;;;;,,,,
EVTDESCgods.21;I am no longer a divine baby.;;;;;;,,,,
EVTOPTAgods.21;I AM A GOD CHILD;;;;;;,,,,
EVTNAMEgods.22;Baby!;;;;;;,,,,
EVTDESCgods.22;I am no longer a divine baby.;;;;;;,,,,
EVTOPTAgods.22;I AM A EVIL GOD CHILD;;;;;;,,,,
EVTNAMEgods.23;Baby!;;;;;;,,,,
EVTDESCgods.23;I am no longer a divine baby.;;;;;;,,,,
EVTOPTAgods.23;I AM A DEMI GOD CHILD;;;;;;,,,,
EVTNAMEgods.101;Turned your back!;;;;;;,,,,
EVTDESCgods.101;You are beginning to look at the world differently, the light does not fulfill you as it once has.. you begin to let the darkness consume you.;;;;;;,,,
EVTOPTAgods.101;I AM AN EVIL YOUNG GOD;;;;;;,,,,
EVTOPTBgods.101;I AM AN EVIL YOUNG GODDESS;;;;;;,,,,
EVTNAMEgods.102;Turned your back!;;;;;;,,,,
EVTDESCgods.102;You are beginning to look at the world differently, the light does not fulfill you as it once has.. you begin to let the darkness consume you.;;;;;;,,,
EVTOPTAgods.102;I AM AN EVIL GOD;;;;;;,,,,
EVTOPTBgods.102;I AM AN EVIL GODDESS;;;;;;,,,,
EVTNAMEgods.110;Turned your back!;;;;;;,,,,
EVTDESCgods.110;You are beginning to look at the world differently, the light does not fulfill you as it once has.. you begin to let the darkness consume you.;;;;;;,,,
EVTOPTAgods.110;I AM A TRUE EVIL YOUNG GOD;;;;;;,,,,
EVTOPTBgods.110;I AM A TRUE EVIL GOD;;;;;;,,,,
EVTNAMEgods.201;Turned your back!;;;;;;,,,,
EVTDESCgods.201;You are beginning to look at the world differently, the darkness does not burn inside you as it once has.. you begin to let the light fulfill you.;;;;;;,,,
EVTOPTAgods.201;I AM A YOUNG GOD OF LIGHT;;;;;;,,,,
EVTOPTBgods.201;I AM A YOUNG GODDESS OF LIGHT;;;;;;,,,,
EVTNAMEgods.202;Turned your back!;;;;;;,,,,
EVTDESCgods.202;You are beginning to look at the world differently, the darkness does not burn inside you as it once has.. you begin to let the light fulfill you.;;;;;;,,,
EVTOPTAgods.202;I AM A GOD OF LIGHT;;;;;;,,,,
EVTOPTBgods.202;I AM A GODDESS OF LIGHT;;;;;;,,,,
EVTNAMEgods.210;Turned your back!;;;;;;,,,,
EVTDESCgods.210;You are beginning to look at the world differently, the darkness does not burn inside you as it once has.. you begin to let the light fulfill you.;;;;;;,,,
EVTOPTAgods.210;I AM A TRUE YOUNG GOD OF LIGHT;;;;;;,,,,
EVTOPTBgods.210;I AM A TRUE GOD OF LIGHT;;;;;;,,,,
EVTNAMEgods.301;Promotion!;;;;;;,,,,
EVTDESCgods.301;You have gathered an immense amount of light and the divine has promoted you.;;;;;;,,,,
EVTOPTAgods.301;I AM AN Archangel;;;;;;,,,,
EVTNAMEgods.302;Promotion!;;;;;;,,,,
EVTDESCgods.302;You have gathered an immense amount of darkness and the divine has promoted you.;;;;;;,,,,
EVTOPTAgods.302;I AM A DARK Archangel;;;;;;,,,,
EVTNAMEgods.303;Turned your back!;;;;;;,,,,
EVTDESCgods.303;You are beginning to look at the world differently, the darkness does not burn inside you as it once has.. you begin to let the light fulfill you.;;;;;;,,,
EVTOPTAgods.303;I AM AN ANGEL OF LIGHT;;;;;;,,,,
EVTNAMEgods.304;Turned your back!;;;;;;,,,,
EVTOPTAgods.304;I AM AN Archangel OF LIGHT;;;;;;,,,,
EVTNAMEgods.305;Turned your back!;;;;;;,,,,
EVTOPTAgods.305;I AM AN Angel OF DARKNESS;;;;;;,,,,
EVTNAMEgods.306;Turned your back!;;;;;;,,,,
EVTOPTAgods.306;I AM AN Archangel OF DARKNESS;;;;;;,,,,
EVTNAMEgods.401;Proper Education!;;;;;;,,,,
EVTDESCgods.401;Your Divine Blood has properly educated you!;;;;;;,,,,
EVTOPTAgods.401;I AM A DIVINE ASSASSIN;;;;;;,,,,
EVTOPTBgods.401;I AM A DIVINE DIPLOMAT;;;;;;,,,,
EVTOPTCgods.401;I AM A DIVINE STEWARD;;;;;;,,,,
EVTOPTDgods.401;I AM A DIVINE WARRIOR;;;;;;,,,,
EVTOPTEgods.401;I AM A DIVINE THEOLOGIAN;;;;;;,,,,
EVTNAMEgods.410;Wrong Education!;;;;;;,,,,
EVTDESCgods.410;It seems the Gods have not divined you to have such an education anymore.;;;;;;,,,,
EVTOPTAgods.410;I HAVE LOST MY DIVINITY;;;;;;,,,,
EVTNAMEgods.501;Culture Shift!;;;;;;,,,,
EVTDESCgods.501;Your light has shown bright! The mortals are beginning to model themselves after you.;;;;;;,,,,
EVTOPTAgods.501;MY DIVINE LIGHT IS SPREADING;;;;;;,,,,
EVTNAMEgods.502;Culture Shift!;;;;;;,,,,
EVTDESCgods.502;Your darkness has consumed the land! The mortals are beginning to model themselves after you.;;;;;;,,,,
EVTOPTAgods.502;MY DIVINE DARKNESS IS SPREADING;;;;;;,,,,
EVTNAMEgods.503;Culture Shift!;;;;;;,
EVTDESCgods.503;Your Nordic ways are spreading! The mortals are beginning to model themselves after you.;;;;;;,
EVTOPTAgods.503;MY DIVINE NORSE IS SPREADING;;;;;;,
EVTNAMEgods.504;Culture Shift!;;;;;;,
EVTDESCgods.504;Your Olympian ways are spreading! The mortals are beginning to model themselves after you.;;;;;;,
EVTOPTAgods.504;MY DIVINE OLYMPIAN IS SPREADING;;;;;;,
EVTNAMEgods.505;Culture Shift!;;;;;;,
EVTDESCgods.505;Your light has shown bright! The mortals are beginning to model themselves after you.;;;;;;,,,,
EVTOPTAgods.505;It is only right that they should imitate me so.;;;;;;,,,,
EVTNAMEgods.999;Oops!;;;;;;,,,,
EVTDESCgods.999;I am not the right Gender.;;;;;;,,,,
EVTOPTAgods.999;Set me Right;;;;;;,,,,
EVTNAMEgodsgift.1;Gift troops!;;;;;;,,,,,
EVTDESCgodsgift.1;You raise your arms wide, and the golden note of a clarion sounds in the distance. The heralds of your angelic host ride forth to battle!;;;;;;,,,,,
EVTOPTAgodsgift.1;A mere warband shall suffice.;;;;;;,,,,,
EVTOPTBgodsgift.1;My followers shall know their protectors are Legion.;;;;;;,,,,,
EVTOPTCgodsgift.1;An army of my angels to crush the unbelievers!;;;;;;,,,,,
EVTOPTDgodsgift.1;March in vast array, that none still standing shall doubt my glory.;;;;;;,,,,,
EVTOPTEgodsgift.1;Let the world tremble with the boots of my angels!;;;;;;,,,,,
EVTOPTFgodsgift.1;The Final Battle is here.;;;;;;,,,,,
EVTOPTGgodsgift.1;More!;;;;;;,,,,,
EVTNAMEgodsgift.2;Gifted troops!;;;;;;,,,,,
EVTDESCgodsgift.2;[From.GetTitledName] gifted me some angelic troops;;;;;;,,,,,
EVTOPTAgodsgift.2;[From.GetSheHeCap] shall be praised;;;;;;,,,,,
EVTNAMEgodsculture.1;Choose your God Culture!;;;;;;,
EVTDESCgodsculture.1;Choose your God Culture!;;;;;;,
EVTOPTAgodsculture.1;High God (Angels);;;;;;,
EVTOPTBgodsculture.1;Evil God (Dark Angels);;;;;;,
EVTOPTCgodsculture.1;Norse God (Jutnar);;;;;;,
EVTNAMEgodsculture.2;Choose your God Culture!;;;;;;,
EVTOPTAgodsculture.2;Olympic God (Titans);;;;;;,
EVTOPTBgodsculture.2;Eastern God (Youkai);;;;;;,
EVTOPTCgodsculture.2;I reject the cultures of the gods!;;;;;;,
EVTOPTMgodsculture.1;More;;;;;;,
EVTNAMEgodskq.1;Highest King!;;;;;;,
EVTDESCgodskq.1;You have claimed yourself as the King of the Gods!;;;;;;,
EVTOPTAgodskq.1;I AM KING!;;;;;;,
EVTNAMEgodskq.2;Highest Queen!;;;;;;,
EVTDESCgodskq.2;You have claimed yourself as the Queen of the Gods!;;;;;;,
EVTOPTAgodskq.2;I AM QUEEN!;;;;;;,
EVTNAMEgodskq.3;Highest King!;;;;;;,
EVTDESCgodskq.3;You have claimed yourself as the King of the Evil Gods!;;;;;;,
EVTNAMEgodskq.4;Highest Queen!;;;;;;,
EVTDESCgodskq.4;You have claimed yourself as the Queen of the Evil Gods!;;;;;;,
EVTNAMEgodsenemy.1;Create a worthy enemy?;;;;;;,
EVTDESCgodsenemy.1;Create an enemy?;;;;;;,
EVTOPTAgodsenemy.1;Let there be a good god;;;;;;,
EVTOPTBgodsenemy.1;Let there be an evil god;;;;;;,
EVTOPTCgodsenemy.1;On second thought: better not;;;;;;,
EVTNAMEgodsage.1;Death by Old Age;;;;;;,
EVTDESCgodsage.1;Your divine powers are great, but nothing is great enough to free you from the inevitable claws of death. When the time comes for you to pass from this world, your friends and family watch in wonderment as your body transmutes into pure divine energy.;;;;;;,
EVTOPTAgodsage.1;I had so much left to do...;;;;;;,
