#CODE;ENGLISH;FRENCH;GERMAN;SPANISH;;;,,,,
EVTDESCthegods.34;Your Divine Blood has properly educated you!;;;;;;,,,,
EVTOPTAthegods.34;I AM A DIVINE WARRIOR;;;;;;,,,,
EVTNAMEthegods.35;Proper Education!;;;;;;,,,,
EVTDESCthegods.35;Your Divine Blood has properly educated you!;;;;;;,,,,
EVTOPTAthegods.35;I AM A DIVINE THEOLOGIAN;;;;;;,,,,
EVTNAMEthegods.36;Wrong Education!;;;;;;,,,,
EVTDESCthegods.36;It seems the Gods have not divined you to have such an education anymore.;;;;;;,,,,
EVTOPTAthegods.36;I HAVE LOST MY DIVINITY;;;;;;,,,,
EVTNAMEthegods.97;Culture Shift!;;;;;;,
EVTDESCthegods.97;Your Olympian ways are spreading! The mortals are beginning to model themselves after you.;;;;;;,
EVTOPTAthegods.97;MY DIVINE OLYMPIAN IS SPREADING;;;;;;,
EVTNAMEthegods.98;Culture Shift!;;;;;;,
EVTDESCthegods.98;Your Nordic ways are spreading! The mortals are beginning to model themselves after you.;;;;;;,
EVTOPTAthegods.98;MY DIVINE NORSE IS SPREADING;;;;;;,
EVTNAMEthegods.99;Culture Shift!;;;;;;,,,,
EVTDESCthegods.99;Your light has shown bright! The mortals are beginning to model themselves after you.;;;;;;,,,,
EVTOPTAthegods.99;MY DIVINE LIGHT IS SPREADING;;;;;;,,,,
EVTNAMEthegods.100;Culture Shift!;;;;;;,,,,
EVTDESCthegods.100;Your darkness has consumed the land! The mortals are beginning to model themselves after you.;;;;;;,,,,
EVTOPTAthegods.100;MY DIVINE DARKNESS IS SPREADING;;;;;;,,,,
EVTNAMEthegods.101;A True Goddess!;;;;;;,,,,
EVTDESCthegods.101;As you have fought and toiled amongst your fellow immortals and mortals, you feel the light flow through you like never before. You are a Goddess now. What will you do with your new found power.;;;;;;,,,
EVTOPTAthegods.101;I AM A GODDESS;;;;;;,,,,
EVTNAMEthegods.102;A True Evil Goddess!;;;;;;,,,,
EVTDESCthegods.102;As you have fought and toiled amongst your fellow immortals and mortals, you feel the darkness flow through you like never before. You are an Evil Goddess now. What will you do with your new found power.;;;;;;,,,
EVTOPTAthegods.102;I AM AN EVIL GODDESS;;;;;;,,,,
EVTNAMEthegods.103;A True Demi Goddess!;;;;;;,,,,
EVTDESCthegods.103;You are now grown and you feel the blood of your God Parent flowing through you. You are a Demi Goddess now. What will you do with your new found power.;;;;;;,,,,
EVTOPTAthegods.103;I AM A DEMI GODDESS;;;;;;,,,,
EVTNAMEthegods.104;Baby!;;;;;;,,,,
EVTDESCthegods.104;I am no longer a divine baby.;;;;;;,,,,
EVTOPTAthegods.104;I AM A GOD CHILD;;;;;;,,,,
EVTNAMEthegods.105;Baby!;;;;;;,,,,
EVTDESCthegods.105;I am no longer a divine baby.;;;;;;,,,,
EVTOPTAthegods.105;I AM A EVIL GOD CHILD;;;;;;,,,,
EVTNAMEthegods.106;Baby!;;;;;;,,,,
EVTDESCthegods.106;I am no longer a divine baby.;;;;;;,,,,
EVTOPTAthegods.106;I AM A DEMI GOD CHILD;;;;;;,,,,
EVTNAMEthegods.107;Oops!;;;;;;,,,,
EVTDESCthegods.107;I am not the right Gender.;;;;;;,,,,
EVTOPTAthegods.107;Set me Right;;;;;;,,,,
EVTDESCthegods.150;Your light has shown bright! The mortals are beginning to model themselves after you.;;;;;;,,,,
EVTOPTAthegods.150;It is only right that they should imitate me so.;;;;;;,,,,
EVTDESCgodculture.1;Choose your God Culture!;;;;;;,
EVTOPTAgodculture.1a;High God (Angels);;;;;;,
EVTOPTAgodculture.1b;Evil God (Dark Angels);;;;;;,
EVTOPTBgodculture.2;Norse God (Jutnar);;;;;;,
EVTOPTCgodculture.2;Olympic God (Titans);;;;;;,
EVTOPTDgodculture.2;Eastern God (Youkai);;;;;;,
EVTOPTEgodculture.2;I reject the cultures of the gods!;;;;;;,
EVTOPTFgodculture.2;More…;;;;;;,
EVTDESCthegodsbless.1;You reach out with your divine might, and infuse some of your power into [From.GetFullName].;;;;;;,,,,
EVTOPTAthegodsbless.1;I shall make [From.GetHerHim] a great warrior.;;;;;;,,,,
EVTOPTBthegodsbless.1;[From.GetSheHeCap] shall be wiser than other men.;;;;;;,,,,
EVTOPTCthegodsbless.1;No one will be able to resist [From.GetHerHis] beauty.;;;;;;,,,,
EVTOPTDthegodsbless.1;May [From.GetSheHe] have a long life.;;;;;;,,,,
EVTOPTEthegodsbless.1;[From.GetSheHeCap] shall live forever.;;;;;;,,,,
EVTOPTFthegodsbless.1;Leave your mortality behind, [From.GetFirstName]!;;;;;;,,,,
EVTOPTGthegodsbless.1;Never mind, I've done enough.;;;;;;,,,,
EVTDESCthegodsbless.2;You reach out with your divine might, and level a terrible curse on [From.GetFullName].;;;;;;,,,,
EVTOPTAthegodsbless.2;I shall atrophy [From.GetHerHis] muscles and make [From.GetHerHim] a weakling!;;;;;;,,,,
EVTOPTBthegodsbless.2;[From.GetSheHeCap] shall be dumb as a skunk!;;;;;;,,,,
EVTOPTCthegodsbless.2;How about a face not even a mother could love?;;;;;;,,,,
EVTOPTDthegodsbless.2;I'll just make his balls fall off.;;;;;;,,,,
EVTDESCthegodsbless.3;You come to [From.GetFullName] in [From.GetHerHis] dreams, showing [From.GetHerHim] visions of your divine glory.  [From.GetSheHeCap] awakens filled with fervor for your cause!;;;;;;,,,,
EVTOPTAthegodsbless.3;Let my awesome Light flow through you!;;;;;;,,,,
EVTOPTBthegodsbless.3;Let my awesome Darkness flow through you!;;;;;;,,,,
EVTNAMEbecomeagod.1;The Beginning;;;;;;,,,,
EVTDESCbecomeagod.1;You had quite a weird dream last night. You envisioned two powerful foes fighting in deep skies, both light and darkness. The feeling felt so real to you, as if you were meant to partake.. surely this feeling of destiny is just the affects of an over active brain.;;;;;;,,
EVTOPTAbecomeagod.1;I had a weird dream.;;;;;;,,,,
EVTNAMEbecomeagod.2;The Seer;;;;;;,,,,
EVTDESCbecomeagod.2;A mysterious old man makes his way into your court, he asks for hospitality. Normally you would say no, but there is something magnetic about this man. You invite him to dinner, during the feast he grabs your arm and looks you strait in the eyes. He knows about the dream you had, he knows your desire to know more about this war between light and dark. He offers to stay in your court.;;;;;;
EVTOPTAbecomeagod.2;He is welcome to stay for as long as he likes;;;;;;,,,,
EVTOPTAbecomeagod.102;Get out of my sight!;;;;;;,,,,
EVTNAMEbecomeagod.3;Become a student;;;;;;,,,,
EVTDESCbecomeagod.3;You and your Seer have been having dinner for quite some time now, he has interpreted your dream about light and dark and said you have a great destiny about you. He knows quite a bit about this subject surprisingly. He offers to teach you about either light or darkness.;;;;;;,,,
EVTOPTAbecomeagod.3;I choose to learn about Light;;;;;;,,,,
EVTOPTAbecomeagod.103;I choose to learn about Darkness;;;;;;,,,,
EVTNAMEbecomeagod.4;training;;;;;;,,,,
EVTDESCbecomeagod.4;The Seer begins to give you lessons regarding light, informing you of its ultimate powers if used properly. Your first biggest lesson to achieving ultimate power through light... kindness.;;;;;;,,,
EVTOPTAbecomeagod.4;I must work on my kindness;;;;;;,,,,
EVTNAMEbecomeagod.5;training;;;;;;,,,,
EVTDESCbecomeagod.5;The Seer begins to give you lessons regarding light, informing you of its ultimate powers if used properly. Your second biggest lesson to achieving ultimate power through light... strength.;;;;;;,,,
EVTOPTAbecomeagod.5;I must work on my strength;;;;;;,,,,
EVTNAMEbecomeagod.6;training;;;;;;,,,,
EVTDESCbecomeagod.6;The Seer gives you your final lessons regarding light, informing you of its ultimate powers if used properly. Your final lesson to achieving ultimate power through light... is the light inside you.;;;;;;,,,
EVTOPTAbecomeagod.6;I must create light inside me;;;;;;,,,,
EVTNAMEbecomeagod.7;training;;;;;;,,,,
EVTDESCbecomeagod.7;Having taught you everything regarding light. The Seer informs you that you can find immortality through the light and become... a GOD! but only a few have done it he says.;;;;;;,,,,
EVTOPTAbecomeagod.7;I AM A GOD!;;;;;;,,,,
EVTNAMEbecomeagod.8;training;;;;;;,,,,
EVTDESCbecomeagod.8;The Seer begins to give you lessons regarding darkness, informing you of its ultimate powers if used properly. Your first biggest lesson to achieving ultimate power through darkness... cruelty.;;;;;;,,,
EVTOPTAbecomeagod.8;I must work on my cruelty;;;;;;,,,,
EVTNAMEbecomeagod.9;training;;;;;;,,,,
EVTDESCbecomeagod.9;The Seer begins to give you lessons regarding darkness, informing you of its ultimate powers if used properly. Your second biggest lesson to achieving ultimate power through darkness... strength.;;;;;;,,,
EVTOPTAbecomeagod.9;I must work on my strength;;;;;;,,,,
EVTNAMEbecomeagod.10;Internal Darkness;;;;;;,,,,
EVTDESCbecomeagod.10;This Character has the one true darkness inside them!;;;;;;,,,,
EVTOPTAbecomeagod.10;;;;;;;,,,,
EVTNAMEbecomeagod.11;training;;;;;;,,,,
EVTDESCbecomeagod.11;Having taught you everything regarding darkness. The Seer informs you that you can find immortality through the darkness and become... an EVIL GOD! but only a few have done it he says.;;;;;;,,,,
EVTOPTAbecomeagod.11;I AM AN EVIL GOD!;;;;;;,,,,
EVTNAMEbecomeagod.12;training;;;;;;,,,,
EVTDESCbecomeagod.12;The Seer begins to give you lessons regarding darkness, informing you of its ultimate powers if used properly. Your first biggest lesson to achieving ultimate power through darkness... cruelty.;;;;;;,,,
EVTOPTAbecomeagod.12;I must work on my cruelty;;;;;;,,,,
EVTNAMEbecomeagod.13;training;;;;;;,,,,
EVTDESCbecomeagod.13;Having taught you everything regarding light. The Seer informs you that you can find immortality through the light and become... a GOD! but only a few have done it he says.;;;;;;,,,,
EVTOPTAbecomeagod.13;I AM A GOD!;;;;;;,,,,
EVTNAMEbecomeagod.14;training;;;;;;,,,,
EVTDESCbecomeagod.14;The Seer begins to give you lessons regarding darkness, informing you of its ultimate powers if used properly. Your second biggest lesson to achieving ultimate power through darkness... strength.;;;;;;,,,
EVTOPTAbecomeagod.14;I must work on my strength;;;;;;,,,,
EVTNAMEbecomeagod.15;training;;;;;;,,,,
EVTDESCbecomeagod.15;The Seer gives you your final lessons regarding darkness, informing you of its ultimate powers if used properly. Your final lesson to achieving ultimate power through darkness... is the darkness inside you.;;;;;;,,,
EVTOPTAbecomeagod.15;I must create darkness inside me;;;;;;,,,,
EVTDESCkingsqueens.1;You have claimed yourself as the King of the Gods!;;;;;;,
EVTOPTAkingsqueens.1;I AM KING!;;;;;;,
EVTDESCkingsqueens.2;You have claimed yourself as the Queen of the Gods!;;;;;;,
EVTOPTAkingsqueens.2;I AM QUEEN!;;;;;;,
EVTDESCkingsqueens.3;You have claimed yourself as the King of the Evil Gods!;;;;;;,
EVTOPTAkingsqueens.3;I AM KING!;;;;;;,
EVTDESCkingsqueens.4;You have claimed yourself as the Queen of the Evil Gods!;;;;;;,
EVTOPTAkingsqueens.4;I AM QUEEN!;;;;;;,
EVTDESCgift_troops_ai.0;You raise your arms wide, and the golden note of a clarion sounds in the distance. The heralds of your angelic host ride forth to battle!;;;;;;,,,,,
EVTOPTAgift_troops_ai.0;A mere warband shall suffice.;;;;;;,,,,,
EVTOPTBgift_troops_ai.0;My followers shall know their protectors are Legion.;;;;;;,,,,,
EVTOPTCgift_troops_ai.0;An army of my angels to crush the unbelievers!;;;;;;,,,,,
EVTOPTDgift_troops_ai.0;March in vast array, that none still standing shall doubt my glory.;;;;;;,,,,,
EVTOPTEgift_troops_ai.0;Let the world tremble with the boots of my angels!;;;;;;,,,,,
EVTOPTFgift_troops_ai.0;The Final Battle is here.;;;;;;,,,,,
EVTOPTGgift_troops_ai.0;More!;;;;;;,,,,,
